timeStamp,styleid,name,rating,reviewCount,priceNow,priceWas,size,inventory
2016-04-14T11:20:10.018,570171499,STRAPPY WEDGE SANDALS,NA,0,137.50,NA,7.5,20+
2016-04-14T11:20:10.018,570171499,STRAPPY WEDGE SANDALS,NA,0,137.50,NA,8,20+
2016-04-14T11:20:10.018,570171499,STRAPPY WEDGE SANDALS,NA,0,137.50,NA,8.5,20+
2016-04-14T11:20:10.018,570171499,STRAPPY WEDGE SANDALS,NA,0,137.50,NA,9,20+
2016-04-14T11:20:10.018,570171499,STRAPPY WEDGE SANDALS,NA,0,137.50,NA,9.5,20+
2016-04-14T11:20:10.018,570171499,STRAPPY WEDGE SANDALS,NA,0,137.50,NA,10,20+
2016-04-14T11:20:10.018,570171499,STRAPPY WEDGE SANDALS,NA,0,137.50,NA,11,6
2016-04-14T11:20:10.018,570172455,EMBELLISHED CRISS-CROSS SANDALS,NA,0,107.80,NA,5,9
2016-04-14T11:20:10.018,570172455,EMBELLISHED CRISS-CROSS SANDALS,NA,0,107.80,NA,5.5,9
2016-04-14T11:20:10.018,570172455,EMBELLISHED CRISS-CROSS SANDALS,NA,0,107.80,NA,6,20+
2016-04-14T11:20:10.018,570172455,EMBELLISHED CRISS-CROSS SANDALS,NA,0,107.80,NA,6.5,20+
2016-04-14T11:20:10.018,570172455,EMBELLISHED CRISS-CROSS SANDALS,NA,0,107.80,NA,7,20+
2016-04-14T11:20:10.018,570172455,EMBELLISHED CRISS-CROSS SANDALS,NA,0,107.80,NA,7.5,20+
2016-04-14T11:20:10.018,570172455,EMBELLISHED CRISS-CROSS SANDALS,NA,0,107.80,NA,8,20+
2016-04-14T11:20:10.018,570172455,EMBELLISHED CRISS-CROSS SANDALS,NA,0,107.80,NA,8.5,20+
2016-04-14T11:20:10.018,570172455,EMBELLISHED CRISS-CROSS SANDALS,NA,0,107.80,NA,9,20+
2016-04-14T11:20:10.018,570172455,EMBELLISHED CRISS-CROSS SANDALS,NA,0,107.80,NA,9.5,20+
