timeStamp,styleid,name,rating,ratingCount,price,priceNow,priceWas,size,inventory
2016-02-06 08:13:05.423,570162457,Petite Saint Honore Slim Jeans,0.0,0,NA,64.35,85.80,0 - Petite,20+
2016-02-06 08:13:05.423,570162457,Petite Saint Honore Slim Jeans,0.0,0,NA,64.35,85.80,2 - Petite,20+
2016-02-06 08:13:05.423,570162457,Petite Saint Honore Slim Jeans,0.0,0,NA,64.35,85.80,4 - Petite,20+
2016-02-06 08:13:05.423,570162457,Petite Saint Honore Slim Jeans,0.0,0,NA,64.35,85.80,6 - Petite,20+
2016-02-06 08:13:05.423,570162457,Petite Saint Honore Slim Jeans,0.0,0,NA,64.35,85.80,12 - Petite,20+
2016-02-06 08:13:05.423,570162457,Petite Saint Honore Slim Jeans,0.0,0,NA,64.35,85.80,14 - Petite,20+
2016-02-06 08:13:05.423,570136971,Genius Convertible White Dress,0.0,0,154.00,NA,NA,00,20+
2016-02-06 08:13:05.423,570136971,Genius Convertible White Dress,0.0,0,154.00,NA,NA,0,20+
2016-02-06 08:13:05.423,570136971,Genius Convertible White Dress,0.0,0,154.00,NA,NA,2,20+
2016-02-06 08:13:05.423,570136971,Genius Convertible White Dress,0.0,0,154.00,NA,NA,4,20+
2016-02-06 08:13:05.423,570136971,Genius Convertible White Dress,0.0,0,154.00,NA,NA,6,20+
2016-02-06 08:13:05.423,570136971,Genius Convertible White Dress,0.0,0,154.00,NA,NA,8,20+
2016-02-06 08:13:05.423,570136971,Genius Convertible White Dress,0.0,0,154.00,NA,NA,10,20+
2016-02-06 08:13:05.423,570136971,Genius Convertible White Dress,0.0,0,154.00,NA,NA,12,20+
2016-02-06 08:13:05.423,570136971,Genius Convertible White Dress,0.0,0,154.00,NA,NA,14,20+
2016-02-06 08:13:05.423,570136971,Genius Convertible White Dress,0.0,0,154.00,NA,NA,16,20+
2016-02-06 08:13:05.423,570148995,Long Poplin Shirt,5.0,3,96.80,NA,NA,00,20+
2016-02-06 08:13:05.423,570148995,Long Poplin Shirt,5.0,3,96.80,NA,NA,0,20+
2016-02-06 08:13:05.423,570148995,Long Poplin Shirt,5.0,3,96.80,NA,NA,2,20+
2016-02-06 08:13:05.423,570148995,Long Poplin Shirt,5.0,3,96.80,NA,NA,4,20+
2016-02-06 08:13:05.423,570148995,Long Poplin Shirt,5.0,3,96.80,NA,NA,6,20+
2016-02-06 08:13:05.423,570148995,Long Poplin Shirt,5.0,3,96.80,NA,NA,8,20+
2016-02-06 08:13:05.423,570148995,Long Poplin Shirt,5.0,3,96.80,NA,NA,12,20+
2016-02-06 08:13:05.423,570148995,Long Poplin Shirt,5.0,3,96.80,NA,NA,16,20+
2016-02-06 08:13:05.423,570163519,Layered Chain Collar Necklace,5.0,2,NA,30.79,60.50,NA,20+
2016-02-06 08:13:05.423,570151768,Surplice Wrap Dress,4.16,19,NA,43.99,121.00,2,20+
2016-02-06 08:13:05.423,570151768,Surplice Wrap Dress,4.16,19,NA,43.99,121.00,6,20+
2016-02-06 08:13:05.423,570151768,Surplice Wrap Dress,4.16,19,NA,43.99,121.00,8,20+
2016-02-06 08:13:05.423,570151768,Surplice Wrap Dress,4.16,19,NA,43.99,121.00,10,20+
2016-02-06 08:13:05.423,570151768,Surplice Wrap Dress,4.16,19,NA,43.99,121.00,12,20+
2016-02-06 08:13:05.423,570151768,Surplice Wrap Dress,4.16,19,NA,43.99,121.00,14,20+
2016-02-06 08:13:05.423,570156555,Striped Taffeta Midi Skirt,4.47,17,165.00,NA,NA,00,20+
2016-02-06 08:13:05.423,570156555,Striped Taffeta Midi Skirt,4.47,17,165.00,NA,NA,2,20+
